iter	Passed	Remaining
1659	129622	26549
1660	129711	26473
1661	129794	26396
1662	129860	26315
1663	129939	26237
1664	130014	26159
1665	130098	26082
1666	130169	26002
1667	130251	25925
1668	130317	25844
1669	130401	25767
1670	130481	25690
1671	130555	25611
1672	130622	25531
1673	130715	25455
1674	130782	25375
1675	130848	25295
1676	130921	25216
1677	131005	25139
1678	131068	25058
1679	131157	24982
1680	131244	24906
1681	131310	24825
1682	131368	24743
1683	131428	24662
1684	131500	24583
1685	131568	24503
1686	131654	24426
1687	131743	24350
1688	131814	24271
1689	131884	24191
1690	131964	24114
1691	132029	24033
1692	132107	23955
1693	132179	23876
1694	132241	23795
1695	132340	23721
1696	132409	23641
1697	132487	23563
1698	132555	23483
1699	132637	23406
1700	132724	23330
1701	132787	23249
1702	132847	23168
1703	132915	23088
1704	132987	23009
1705	133062	22931
1706	133132	22851
1707	133199	22771
1708	133266	22691
1709	133344	22614
1710	133423	22536
1711	133483	22455
1712	133557	22376
1713	133637	22298
1714	133725	22222
1715	133790	22142
1716	133864	22063
1717	133932	21984
1718	134018	21907
1719	134084	21827
1720	134169	21750
1721	134231	21670
1722	134309	21592
1723	134372	21512
1724	134447	21433
1725	134513	21353
1726	134602	21277
1727	134692	21201
1728	134781	21125
1729	134847	21045
1730	134915	20966
1731	134990	20887
1732	135078	20811
1733	135151	20732
1734	135218	20652
1735	135286	20573
1736	135349	20493
1737	135427	20415
1738	135504	20337
1739	135595	20261
1740	135659	20181
1741	135752	20105
1742	135816	20025
1743	135891	19947
1744	135967	19869
1745	136031	19789
1746	136118	19712
1747	136207	19636
1748	136277	19557
1749	136359	19479
1750	136450	19403
1751	136523	19325
1752	136587	19245
1753	136650	19165
1754	136731	19087
1755	136795	19008
1756	136861	18928
1757	136925	18848
1758	136997	18769
1759	137064	18690
1760	137149	18613
1761	137217	18534
1762	137282	18454
1763	137367	18377
1764	137440	18299
1765	137513	18220
1766	137588	18142
1767	137659	18063
1768	137741	17986
1769	137829	17910
1770	137901	17831
1771	137978	17753
1772	138047	17674
1773	138133	17597
1774	138197	17517
1775	138263	17438
1776	138334	17359
1777	138400	17280
1778	138491	17204
1779	138564	17125
1780	138633	17046
1781	138709	16968
1782	138785	16890
1783	138881	16815
1784	138955	16736
1785	139048	16660
1786	139116	16581
1787	139208	16505
1788	139275	16426
1789	139342	16347
1790	139408	16268
1791	139489	16190
1792	139555	16111
1793	139620	16032
1794	139684	15952
1795	139751	15873
1796	139812	15794
1797	139883	15715
1798	139968	15638
1799	140033	15559
1800	140115	15481
1801	140184	15403
1802	140260	15325
1803	140341	15247
1804	140411	15169
1805	140477	15090
1806	140555	15012
1807	140639	14935
1808	140716	14857
1809	140797	14779
1810	140866	14701
1811	140933	14622
1812	141000	14543
1813	141073	14465
1814	141146	14386
1815	141216	14308
1816	141276	14228
1817	141342	14149
1818	141408	14070
1819	141483	13992
1820	141569	13915
1821	141635	13837
1822	141710	13759
1823	141774	13679
1824	141836	13600
1825	141893	13521
1826	141959	13442
1827	142024	13363
1828	142095	13284
1829	142162	13206
1830	142259	13130
1831	142348	13053
1832	142418	12975
1833	142487	12896
1834	142548	12817
1835	142619	12739
1836	142710	12662
1837	142772	12583
1838	142848	12506
1839	142935	12429
1840	143001	12350
1841	143075	12272
1842	143136	12193
1843	143219	12116
1844	143290	12037
1845	143373	11960
1846	143450	11882
1847	143524	11805
1848	143603	11727
1849	143661	11648
1850	143741	11570
1851	143817	11492
1852	143893	11415
1853	143959	11336
1854	144036	11258
1855	144106	11180
1856	144170	11102
1857	144248	11024
1858	144324	10946
1859	144403	10869
1860	144482	10791
1861	144556	10713
1862	144649	10637
1863	144725	10559
1864	144790	10480
1865	144854	10402
1866	144918	10323
1867	145010	10246
1868	145086	10169
1869	145180	10092
1870	145255	10014
1871	145319	9936
1872	145389	9858
1873	145475	9781
1874	145561	9704
1875	145627	9625
1876	145714	9548
1877	145788	9470
1878	145873	9393
1879	145938	9315
1880	146017	9237
1881	146117	9161
1882	146181	9082
1883	146263	9005
1884	146328	8927
1885	146391	8848
1886	146450	8769
1887	146538	8692
1888	146603	8614
1889	146676	8536
1890	146746	8458
1891	146814	8380
1892	146883	8302
1893	146947	8224
1894	147021	8146
1895	147079	8067
1896	147158	7990
1897	147226	7912
1898	147313	7834
1899	147397	7757
1900	147469	7679
1901	147534	7601
1902	147601	7523
1903	147679	7446
1904	147759	7368
1905	147855	7291
1906	147913	7213
1907	147994	7136
1908	148074	7058
1909	148167	6981
1910	148238	6903
1911	148310	6826
1912	148376	6747
1913	148460	6670
1914	148526	6592
1915	148590	6514
1916	148666	6436
1917	148739	6359
1918	148822	6281
1919	148883	6203
1920	148956	6125
1921	149018	6047
1922	149081	5969
1923	149145	5891
1924	149214	5813
1925	149309	5736
1926	149376	5658
1927	149445	5580
1928	149505	5502
1929	149571	5424
1930	149640	5347
1931	149702	5269
1932	149787	5191
1933	149855	5114
1934	149945	5036
1935	150019	4959
1936	150106	4882
1937	150183	4804
1938	150261	4727
1939	150339	4649
1940	150409	4571
1941	150482	4494
1942	150578	4417
1943	150677	4340
1944	150753	4262
1945	150836	4185
1946	150909	4107
1947	150994	4030
1948	151095	3953
1949	151176	3876
1950	151273	3799
1951	151365	3722
1952	151429	3644
1953	151506	3566
1954	151570	3488
1955	151631	3410
1956	151701	3333
1957	151787	3255
1958	151852	3178
1959	151919	3100
1960	152002	3023
1961	152072	2945
1962	152155	2867
1963	152225	2790
1964	152318	2713
1965	152377	2635
1966	152441	2557
1967	152522	2480
1968	152590	2402
1969	152675	2325
1970	152742	2247
1971	152810	2169
1972	152871	2092
1973	152934	2014
1974	152998	1936
1975	153065	1859
1976	153125	1781
1977	153203	1703
1978	153283	1626
1979	153363	1549
1980	153441	1471
1981	153521	1394
1982	153597	1316
1983	153680	1239
1984	153762	1161
1985	153848	1084
1986	153919	1007
1987	153989	929
1988	154064	852
1989	154136	774
1990	154215	697
1991	154280	619
1992	154354	542
1993	154424	464
1994	154487	387
1995	154557	309
1996	154620	232
1997	154690	154
1998	154761	77
1999	154840	0
