iter	RMSE
888	0.1359629023
889	0.1359580862
890	0.1359557011
891	0.1359519402
892	0.1359500129
893	0.1359476859
894	0.135946203
895	0.135943765
896	0.1359418666
897	0.1359374355
898	0.1359341865
899	0.13593174
900	0.1359287018
901	0.135927034
902	0.1359235713
903	0.1359220772
904	0.1359190605
905	0.135914773
906	0.1359102372
907	0.1359087081
908	0.1359064573
909	0.1359011878
910	0.1358979457
911	0.1358948913
912	0.1358900146
913	0.135888883
914	0.1358856376
915	0.135882115
916	0.1358791796
917	0.1358774472
918	0.1358750561
919	0.1358710059
920	0.1358679971
921	0.1358652254
922	0.1358609116
923	0.1358587237
924	0.1358548849
925	0.1358506547
926	0.1358456845
927	0.1358440071
928	0.1358393947
929	0.1358355454
930	0.1358327938
931	0.1358290483
932	0.1358280037
933	0.1358246742
934	0.1358229129
935	0.1358204692
936	0.1358170645
937	0.1358136954
938	0.1358112124
939	0.1358101655
940	0.1358060061
941	0.1358017537
942	0.1357980206
943	0.1357964456
944	0.1357914288
945	0.1357874106
946	0.1357857139
947	0.1357822192
948	0.1357792698
949	0.135776059
950	0.1357746661
951	0.1357730837
952	0.1357709468
953	0.1357670239
954	0.1357619125
955	0.1357591206
956	0.1357568515
957	0.135755993
958	0.1357507384
959	0.1357477559
960	0.1357465249
961	0.1357455292
962	0.1357417374
963	0.1357373493
964	0.1357351724
965	0.1357314738
966	0.1357294165
967	0.1357260244
968	0.1357219659
969	0.1357186684
970	0.1357157917
971	0.1357128409
972	0.1357092599
973	0.1357052813
974	0.1357004249
975	0.1356970935
976	0.1356956776
977	0.1356936718
978	0.1356913007
979	0.1356883514
980	0.1356831007
981	0.135682088
982	0.1356781465
983	0.1356739585
984	0.1356693509
985	0.1356667551
986	0.1356639996
987	0.1356612929
988	0.1356576322
989	0.1356526014
990	0.1356471379
991	0.1356432887
992	0.1356416458
993	0.1356395529
994	0.135635396
995	0.1356335629
996	0.1356300642
997	0.1356274569
998	0.1356262609
999	0.1356246068
1000	0.1356229511
1001	0.1356205562
1002	0.135619669
1003	0.1356138324
1004	0.1356125794
1005	0.1356089336
1006	0.1356053163
1007	0.1356021561
1008	0.1355999849
1009	0.135597488
1010	0.1355964095
1011	0.135592776
1012	0.1355891334
1013	0.1355870259
1014	0.1355830957
1015	0.1355772208
1016	0.1355720184
1017	0.1355700766
1018	0.1355666745
1019	0.1355621871
1020	0.1355609431
1021	0.1355583527
1022	0.1355564898
1023	0.1355547401
1024	0.1355529849
1025	0.1355516856
1026	0.135546684
1027	0.1355454828
1028	0.1355424174
1029	0.1355382594
1030	0.1355356508
1031	0.1355347626
1032	0.1355330271
1033	0.135529154
1034	0.1355271076
1035	0.1355252521
1036	0.1355219179
1037	0.1355204446
1038	0.1355189867
1039	0.1355176572
1040	0.1355140415
1041	0.1355118551
1042	0.1355097699
1043	0.135506008
1044	0.1355022746
1045	0.1354986439
1046	0.1354953514
1047	0.1354920163
1048	0.1354871159
1049	0.1354827082
1050	0.1354790878
1051	0.1354722763
1052	0.1354702737
1053	0.1354694158
1054	0.1354639768
1055	0.1354608575
1056	0.1354586398
1057	0.1354568073
1058	0.1354551432
1059	0.1354511186
1060	0.1354503034
1061	0.1354452745
1062	0.1354405209
1063	0.135438777
1064	0.1354338343
1065	0.1354303088
1066	0.1354281119
1067	0.1354239048
1068	0.1354202965
1069	0.1354156206
1070	0.1354145525
1071	0.1354117149
1072	0.1354063892
1073	0.1353984454
1074	0.1353970929
1075	0.1353942258
1076	0.135390362
1077	0.1353891559
1078	0.1353877399
1079	0.1353860858
1080	0.1353828262
1081	0.1353797247
1082	0.1353748916
1083	0.1353706451
1084	0.1353655531
1085	0.1353610347
1086	0.1353578016
1087	0.1353544737
1088	0.1353497077
1089	0.1353472206
1090	0.1353458359
1091	0.1353448768
1092	0.1353435412
1093	0.1353403391
1094	0.135337543
1095	0.1353336985
1096	0.1353325594
1097	0.1353263664
1098	0.1353225684
1099	0.1353203083
1100	0.1353192715
1101	0.1353145122
1102	0.1353117803
1103	0.1353085717
1104	0.1353052348
1105	0.1353026203
1106	0.1352983538
1107	0.135291936
1108	0.1352890203
1109	0.1352852853
1110	0.135284396
1111	0.1352781795
1112	0.1352751094
1113	0.135272845
1114	0.1352704438
1115	0.1352679544
1116	0.1352645642
1117	0.1352611963
1118	0.1352566334
1119	0.1352514967
1120	0.1352473999
1121	0.1352452162
1122	0.1352415587
1123	0.1352383253
1124	0.1352367157
1125	0.1352337539
1126	0.1352314104
1127	0.1352302613
1128	0.1352285867
1129	0.1352253169
1130	0.1352229597
1131	0.1352172342
1132	0.1352129049
1133	0.135209737
1134	0.1352069219
1135	0.1352054624
1136	0.1352012543
1137	0.1351994616
1138	0.1351984304
1139	0.1351969764
1140	0.1351960412
1141	0.135194311
1142	0.1351923929
1143	0.1351906651
1144	0.1351885091
1145	0.13518674
1146	0.1351830334
1147	0.1351819842
1148	0.1351793171
1149	0.1351778872
1150	0.1351716467
1151	0.1351697007
1152	0.1351677593
1153	0.1351650164
1154	0.135161947
1155	0.1351578648
1156	0.1351559215
1157	0.1351530292
1158	0.1351520571
1159	0.1351482097
1160	0.1351451852
1161	0.1351419328
1162	0.1351383066
1163	0.1351351675
1164	0.1351325657
1165	0.1351306143
1166	0.1351264894
1167	0.1351228228
1168	0.1351197361
1169	0.1351177131
1170	0.1351116308
1171	0.1351089505
1172	0.135106073
1173	0.1351051184
1174	0.1351020282
1175	0.135097982
1176	0.1350961595
1177	0.1350941983
1178	0.1350903338
1179	0.1350862551
1180	0.1350834406
1181	0.1350783174
1182	0.1350768076
1183	0.1350738751
1184	0.135067453
1185	0.1350633064
1186	0.1350610931
1187	0.135058748
1188	0.1350564457
1189	0.1350512313
1190	0.1350466034
1191	0.1350456387
1192	0.1350422482
1193	0.1350390871
1194	0.1350383565
1195	0.1350363289
1196	0.1350335023
1197	0.1350302585
1198	0.1350269901
1199	0.135021025
1200	0.1350190411
1201	0.1350162624
1202	0.1350139596
1203	0.1350118451
1204	0.135008704
1205	0.1350068163
1206	0.1350059123
1207	0.1350046252
1208	0.1350006503
1209	0.1349972507
1210	0.1349948993
1211	0.1349934843
1212	0.1349923153
1213	0.1349911004
1214	0.1349860691
1215	0.1349818781
1216	0.1349791543
1217	0.1349766783
1218	0.1349734698
1219	0.1349681693
1220	0.1349666523
1221	0.1349642028
1222	0.1349635153
1223	0.1349613523
1224	0.1349586771
1225	0.1349573984
1226	0.1349544476
1227	0.1349478081
1228	0.1349455117
1229	0.1349404801
1230	0.1349378669
1231	0.1349355893
1232	0.1349336586
1233	0.1349309511
1234	0.1349284596
1235	0.1349264833
1236	0.1349239664
1237	0.1349218918
1238	0.1349201182
1239	0.13491925
1240	0.1349153574
1241	0.1349135712
1242	0.1349087513
1243	0.1349032721
1244	0.1349017287
1245	0.134897025
1246	0.1348913042
1247	0.1348902199
1248	0.1348848904
1249	0.134882001
1250	0.1348791662
1251	0.1348771182
1252	0.1348712896
1253	0.1348657875
1254	0.1348607599
1255	0.1348592105
1256	0.1348572072
1257	0.134853414
1258	0.134851251
1259	0.1348489865
1260	0.134847039
1261	0.1348439677
1262	0.1348423125
1263	0.1348380529
1264	0.1348351265
1265	0.1348335099
1266	0.1348290952
1267	0.1348282703
1268	0.1348274587
1269	0.134826231
1270	0.1348238731
1271	0.1348196196
1272	0.1348155474
1273	0.1348123474
1274	0.1348080992
1275	0.1348042029
1276	0.1348023637
1277	0.1348014607
1278	0.134799795
1279	0.1347965842
1280	0.1347955307
1281	0.1347932955
1282	0.1347905867
1283	0.134786806
1284	0.1347847539
1285	0.1347813217
1286	0.1347772023
1287	0.1347748073
1288	0.1347710244
1289	0.1347680676
1290	0.1347664068
1291	0.1347646184
1292	0.1347640142
1293	0.1347594619
1294	0.1347584995
1295	0.1347543158
1296	0.1347525701
1297	0.1347469952
1298	0.1347453391
1299	0.1347439543
1300	0.1347398209
1301	0.1347381919
1302	0.1347355158
1303	0.1347328191
1304	0.134730341
1305	0.134725715
1306	0.1347214
1307	0.1347201915
1308	0.134719362
1309	0.134715726
1310	0.1347142737
1311	0.134711076
1312	0.1347088986
1313	0.1347074599
1314	0.134705877
1315	0.1347038745
1316	0.1347005343
1317	0.1346971284
1318	0.1346946684
1319	0.1346909937
1320	0.1346899153
1321	0.1346877648
1322	0.1346833748
1323	0.1346797304
1324	0.1346746908
1325	0.1346708185
1326	0.1346673913
1327	0.1346644832
1328	0.1346616682
1329	0.1346578573
1330	0.1346541372
1331	0.1346520616
1332	0.134650401
1333	0.13464728
1334	0.1346436934
1335	0.1346391421
1336	0.1346373551
1337	0.1346322132
1338	0.1346291304
1339	0.1346269604
1340	0.134625686
1341	0.1346236368
1342	0.1346198019
1343	0.1346178717
1344	0.1346152327
1345	0.1346110919
1346	0.1346087094
1347	0.1346034716
1348	0.1345994713
1349	0.1345960612
1350	0.1345934769
1351	0.1345899669
1352	0.1345859775
1353	0.134583077
1354	0.134581508
1355	0.1345780345
1356	0.1345755849
1357	0.1345723612
1358	0.134569393
1359	0.1345673927
1360	0.1345643807
1361	0.134563465
1362	0.134561973
1363	0.1345610408
1364	0.1345571468
1365	0.1345543211
1366	0.1345510778
1367	0.1345497298
1368	0.1345456289
1369	0.1345393937
1370	0.1345374699
1371	0.1345348006
1372	0.1345321111
1373	0.1345297511
1374	0.1345279038
1375	0.1345260766
1376	0.1345222703
1377	0.1345212837
1378	0.134518129
1379	0.1345158231
1380	0.1345143119
1381	0.1345102314
1382	0.1345093828
1383	0.1345076636
1384	0.1345054411
1385	0.1345035353
1386	0.1345006373
1387	0.1344965687
1388	0.1344936008
1389	0.134491951
1390	0.1344898465
1391	0.1344876142
1392	0.1344846389
1393	0.134483219
1394	0.1344810557
1395	0.1344780372
1396	0.1344762782
1397	0.1344729968
1398	0.1344715365
1399	0.1344702569
1400	0.1344673197
1401	0.1344659743
1402	0.1344621172
1403	0.1344611419
1404	0.134460333
1405	0.1344553966
1406	0.1344528616
1407	0.1344488396
1408	0.1344468672
1409	0.1344445974
1410	0.1344436449
1411	0.1344419514
1412	0.1344383837
1413	0.1344344003
1414	0.1344323545
1415	0.1344295663
1416	0.1344280427
1417	0.134427086
1418	0.1344235521
1419	0.1344217882
1420	0.1344197796
1421	0.1344170478
1422	0.1344153605
1423	0.1344131902
1424	0.1344113922
1425	0.1344080705
1426	0.1344035171
1427	0.1344017246
1428	0.1344002822
1429	0.1343985368
1430	0.1343969534
1431	0.1343941574
1432	0.1343930868
1433	0.1343915102
1434	0.1343906178
1435	0.1343880733
1436	0.1343839639
1437	0.1343829842
1438	0.1343806542
1439	0.1343764514
1440	0.134373599
1441	0.1343726708
1442	0.1343718639
1443	0.1343665957
1444	0.1343632739
1445	0.1343614592
1446	0.1343565318
1447	0.1343529084
1448	0.134350771
1449	0.1343488964
1450	0.1343480297
1451	0.1343452201
1452	0.1343447413
1453	0.1343422111
1454	0.1343388093
1455	0.1343355764
1456	0.1343320077
1457	0.1343300693
1458	0.1343271806
1459	0.1343235106
1460	0.1343203069
1461	0.1343185588
1462	0.1343151099
1463	0.1343141602
1464	0.134312127
1465	0.1343077986
1466	0.1343057154
1467	0.1343029519
1468	0.1342995634
1469	0.1342962969
1470	0.1342925544
1471	0.1342898824
1472	0.1342847366
1473	0.1342797881
1474	0.1342760946
1475	0.1342748986
1476	0.1342726185
1477	0.1342711858
1478	0.1342664654
1479	0.1342645376
1480	0.1342617081
1481	0.1342585167
1482	0.134255901
1483	0.1342548244
1484	0.1342537745
1485	0.1342528177
1486	0.1342520485
1487	0.1342496967
1488	0.1342486103
1489	0.1342463695
1490	0.1342445362
1491	0.1342406155
1492	0.1342377538
1493	0.1342361395
1494	0.1342323974
1495	0.1342302124
1496	0.1342270364
1497	0.1342237259
1498	0.1342212519
1499	0.1342192252
1500	0.1342169139
1501	0.134211667
1502	0.1342106196
1503	0.1342093294
1504	0.1342078432
1505	0.1342035011
1506	0.1342023558
1507	0.1341985747
1508	0.1341959456
1509	0.134193056
1510	0.134189509
1511	0.1341870599
1512	0.1341854009
1513	0.1341836397
