iter	RMSE
1514	0.134178991
1515	0.1341752602
1516	0.1341743187
1517	0.1341697419
1518	0.134163784
1519	0.1341617292
1520	0.1341586908
1521	0.1341556053
1522	0.1341529318
1523	0.1341506358
1524	0.1341487531
1525	0.1341439181
1526	0.1341404997
1527	0.1341380741
1528	0.1341356562
1529	0.1341319532
1530	0.1341291152
1531	0.1341282744
1532	0.1341259164
1533	0.1341238554
1534	0.1341225748
1535	0.1341192672
1536	0.1341158081
1537	0.1341112158
1538	0.1341087539
1539	0.1341064729
1540	0.1341034254
1541	0.1340993518
1542	0.134096296
1543	0.1340921181
1544	0.1340883955
1545	0.134085203
1546	0.1340810122
1547	0.1340781837
1548	0.13407429
1549	0.1340704621
1550	0.1340691404
1551	0.1340659891
1552	0.13406169
1553	0.1340596906
1554	0.1340567928
1555	0.1340548363
1556	0.1340536427
1557	0.1340514626
1558	0.1340492636
1559	0.1340480865
1560	0.1340466278
1561	0.1340447311
1562	0.1340431681
1563	0.1340420077
1564	0.1340385724
1565	0.1340367763
1566	0.1340345855
1567	0.1340327327
1568	0.1340299064
1569	0.134028253
1570	0.1340266098
1571	0.1340230484
1572	0.1340202325
1573	0.1340156587
1574	0.1340125206
1575	0.134010302
1576	0.1340078604
1577	0.1340066684
1578	0.1340043673
1579	0.1339997535
1580	0.1339948935
1581	0.1339923047
1582	0.1339890881
1583	0.1339874163
1584	0.1339850542
1585	0.1339829292
1586	0.1339796231
1587	0.1339753745
1588	0.1339735072
1589	0.1339704801
1590	0.1339691019
1591	0.1339675526
1592	0.1339614462
1593	0.1339579836
1594	0.133957133
1595	0.1339545345
1596	0.1339506144
1597	0.1339481533
1598	0.1339442959
1599	0.1339418678
1600	0.1339405646
1601	0.1339382659
1602	0.1339355426
1603	0.1339344491
1604	0.1339319657
1605	0.1339305865
1606	0.1339273319
1607	0.1339234139
1608	0.133922934
1609	0.1339212685
1610	0.1339189443
1611	0.1339181947
1612	0.1339150623
1613	0.1339128718
1614	0.1339105138
1615	0.1339086789
1616	0.1339068316
1617	0.1339022566
1618	0.1338973875
1619	0.1338931146
1620	0.1338911866
1621	0.133887601
1622	0.1338862278
1623	0.1338851726
1624	0.1338824588
1625	0.1338812021
1626	0.1338787188
1627	0.1338777847
1628	0.1338751423
1629	0.1338730028
1630	0.1338712087
1631	0.1338679849
1632	0.1338673865
1633	0.1338660576
1634	0.1338645771
1635	0.1338615643
1636	0.1338573083
1637	0.133852514
1638	0.1338507364
1639	0.1338474967
1640	0.1338443852
1641	0.1338413073
1642	0.1338388468
1643	0.1338381014
1644	0.1338353766
1645	0.1338301534
1646	0.1338291289
1647	0.1338263068
1648	0.1338252867
1649	0.1338234817
1650	0.1338221708
1651	0.1338176899
1652	0.1338158899
1653	0.1338113501
1654	0.1338103501
1655	0.1338069612
1656	0.1338058082
1657	0.1338025232
1658	0.1338003533
1659	0.133796379
1660	0.1337945501
1661	0.1337929338
1662	0.1337902898
1663	0.133786732
1664	0.1337823976
1665	0.1337809295
1666	0.1337742241
1667	0.1337729432
1668	0.1337720677
1669	0.1337683334
1670	0.1337655283
1671	0.1337649956
1672	0.1337636929
1673	0.1337609454
1674	0.1337579098
1675	0.1337533893
1676	0.1337502779
1677	0.1337467098
1678	0.1337411871
1679	0.1337393659
1680	0.1337385341
1681	0.1337377156
1682	0.1337355994
1683	0.1337322389
1684	0.1337289744
1685	0.1337245834
1686	0.1337215492
1687	0.1337201722
1688	0.1337164621
1689	0.1337131069
1690	0.1337097811
1691	0.1337075668
1692	0.1337049111
1693	0.1337011851
1694	0.1336975344
1695	0.1336952871
1696	0.1336913675
1697	0.1336897751
1698	0.133686001
1699	0.1336847847
1700	0.1336825529
1701	0.1336791325
1702	0.1336751126
1703	0.1336717575
1704	0.1336699992
1705	0.1336685526
1706	0.1336677999
1707	0.1336642991
1708	0.1336617526
1709	0.133660502
1710	0.1336582813
1711	0.1336575446
1712	0.1336524966
1713	0.133651474
1714	0.133648793
1715	0.1336452358
1716	0.1336418346
1717	0.1336397346
1718	0.1336379515
1719	0.1336349145
1720	0.1336310324
1721	0.133630019
1722	0.1336285464
1723	0.1336259404
1724	0.133622141
1725	0.1336191807
1726	0.1336171896
1727	0.1336156684
1728	0.1336128938
1729	0.1336112513
1730	0.1336043403
1731	0.133602643
1732	0.1336008456
1733	0.133598223
1734	0.1335953239
1735	0.1335902659
1736	0.1335882249
1737	0.1335842897
1738	0.1335823999
1739	0.1335792895
1740	0.1335749561
1741	0.1335724199
1742	0.1335702364
1743	0.1335679369
1744	0.1335650144
1745	0.1335615305
1746	0.1335593847
1747	0.1335575606
1748	0.1335553854
1749	0.1335538834
1750	0.1335527265
1751	0.1335507936
1752	0.1335469422
1753	0.1335440871
1754	0.1335412738
1755	0.1335405422
1756	0.1335382887
1757	0.1335338406
1758	0.1335325739
1759	0.1335302936
1760	0.1335289664
1761	0.1335262197
1762	0.1335238547
1763	0.1335215796
1764	0.1335195935
1765	0.1335186516
1766	0.1335147879
1767	0.1335138959
1768	0.1335100568
1769	0.1335090633
1770	0.1335056225
1771	0.1335040428
1772	0.1335009414
1773	0.1334989585
1774	0.1334984215
1775	0.1334946877
1776	0.1334898837
1777	0.1334866074
1778	0.1334840173
1779	0.1334824388
1780	0.1334783333
1781	0.1334770654
1782	0.1334723478
1783	0.1334700531
1784	0.1334686457
1785	0.1334671052
1786	0.1334645249
1787	0.1334623784
1788	0.1334611334
1789	0.1334601678
1790	0.1334588464
1791	0.1334537225
1792	0.1334514245
1793	0.1334497341
1794	0.133446963
1795	0.1334454374
1796	0.1334425293
1797	0.1334388092
1798	0.1334350488
1799	0.1334332673
1800	0.1334318692
1801	0.1334295991
1802	0.1334271686
1803	0.1334233546
1804	0.133421737
1805	0.1334167233
1806	0.1334130965
1807	0.1334093423
1808	0.1334074741
1809	0.1334051943
1810	0.1334038522
1811	0.1334014562
1812	0.1333981949
1813	0.1333946127
1814	0.1333902165
1815	0.1333893798
1816	0.1333874844
1817	0.1333837523
1818	0.1333832926
1819	0.1333816675
1820	0.1333802025
1821	0.1333759346
1822	0.133372216
1823	0.1333712981
1824	0.133369975
1825	0.1333676524
1826	0.133364997
1827	0.1333627444
1828	0.133358755
1829	0.1333579987
1830	0.1333558298
1831	0.1333528035
1832	0.1333518695
1833	0.1333507793
1834	0.1333483568
1835	0.1333473114
1836	0.1333457963
1837	0.133343508
1838	0.1333385771
1839	0.1333358399
1840	0.1333324951
1841	0.1333304298
1842	0.1333285679
1843	0.1333261272
1844	0.1333253396
1845	0.1333228939
1846	0.1333204194
1847	0.1333194047
1848	0.1333173372
1849	0.1333168334
1850	0.1333134508
1851	0.1333120791
1852	0.133307695
1853	0.1333053949
1854	0.133301147
1855	0.1332958522
1856	0.1332919758
1857	0.1332879365
1858	0.1332870292
1859	0.1332836085
1860	0.1332817119
1861	0.1332803866
1862	0.1332773673
1863	0.1332737595
1864	0.1332726209
1865	0.1332696387
1866	0.1332655035
1867	0.1332629336
1868	0.1332617458
1869	0.1332593166
1870	0.133258538
1871	0.1332570929
1872	0.133255218
1873	0.1332535895
1874	0.1332505891
1875	0.1332466232
1876	0.1332442099
1877	0.1332406933
1878	0.1332391756
1879	0.1332351431
1880	0.1332308199
1881	0.133228919
1882	0.1332281599
1883	0.1332263167
1884	0.133224174
1885	0.1332203461
1886	0.1332178049
1887	0.1332161175
1888	0.1332124826
1889	0.1332108642
1890	0.1332097169
1891	0.1332071338
1892	0.1332023689
1893	0.1331965164
1894	0.133193437
1895	0.1331904722
1896	0.1331892409
1897	0.1331869465
1898	0.1331840585
1899	0.1331808313
1900	0.1331755232
1901	0.1331718427
1902	0.133168081
1903	0.1331661995
1904	0.1331622258
1905	0.1331601666
1906	0.133157667
1907	0.1331534916
1908	0.1331496851
1909	0.1331475169
1910	0.1331443659
1911	0.1331417864
1912	0.1331408624
1913	0.1331388929
1914	0.1331382102
1915	0.1331357807
1916	0.1331342199
1917	0.1331332187
1918	0.1331320148
1919	0.1331304895
1920	0.1331277107
1921	0.1331256651
1922	0.1331247217
1923	0.1331228679
1924	0.133118576
1925	0.1331158681
1926	0.1331150706
1927	0.1331123097
1928	0.133111586
1929	0.1331091632
1930	0.1331062496
1931	0.1331021118
1932	0.1330996581
1933	0.1330944644
1934	0.1330927983
1935	0.1330902192
1936	0.1330887721
1937	0.1330854908
1938	0.1330841896
1939	0.1330814289
1940	0.1330772382
1941	0.1330736935
1942	0.1330696903
1943	0.1330687341
1944	0.1330677569
1945	0.1330655113
1946	0.1330648746
1947	0.1330596568
1948	0.1330569338
1949	0.1330546894
1950	0.1330533027
1951	0.1330518406
1952	0.1330497649
1953	0.1330486499
1954	0.133046823
1955	0.1330437971
1956	0.1330414159
1957	0.1330394144
1958	0.1330388145
1959	0.1330366361
1960	0.1330355415
1961	0.1330332392
1962	0.1330322884
1963	0.1330276234
1964	0.133025728
1965	0.1330233279
1966	0.133021963
1967	0.1330194309
1968	0.1330141918
1969	0.1330116357
1970	0.1330107319
1971	0.1330064967
1972	0.1330046973
1973	0.1330039685
1974	0.1329998893
1975	0.1329973572
1976	0.1329930315
1977	0.1329886369
1978	0.132987041
1979	0.1329842193
1980	0.1329828897
1981	0.1329808266
1982	0.132975949
1983	0.1329728996
1984	0.1329698968
1985	0.1329686866
1986	0.1329657774
1987	0.1329625676
1988	0.1329596009
1989	0.1329583822
1990	0.1329560137
1991	0.132953017
1992	0.1329493152
1993	0.132944652
1994	0.1329422622
1995	0.1329394009
1996	0.132936872
1997	0.132934639
1998	0.1329302839
1999	0.1329287179
